datetime,headline,url,teaser,feed_name,feed_url
"September 21, 2017 at 07:20AM","NTSB to investigate sleep apnea link in NJ Transit, LIRR derailments",http://abc7ny.com/traffic/ntsb-to-investigate-sleep-apnea-link-in-nj-transit-lirr-derailments/2438666/,The NTSB is investigating the role sleep apnea played in both the NJ Transit crash in Hoboken Terminal last September and the LIRR derailment at Atlantic Terminal in Downtown Brooklyn in January,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:18AM",Bob Dylan among newest names on NYC monument honoring Nobel winners,http://abc7ny.com/entertainment/bob-dylan-among-newest-names-on-nyc-monument-honoring-nobel-winners/2438768/,Bob Dylan's name will be added to some of America's most accomplished citizens at a park on the Upper West Side.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:47AM","School in Hackettstown, New Jersey closed due to fungus buildup",http://abc7ny.com/education/school-in-new-jersey-closed-due-to-fungus-buildup/2438833/,Students at a school in New Jersey have been ordered to stay home Thursday as their school confronts concerns about the building's air quality.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:53AM",Renewed calls for extending protective netting after toddler hit in face by foul ball at Yankees game,http://abc7ny.com/sports/renewed-calls-for-more-netting-after-toddler-hit-by-foul-ball/2438494/,"A young girl at Yankee Stadium was injured by a 105 mph foul ball off the bat of Todd Frazier during Wednesday's game against Minnesota, leading some players to call for protective netting to be extended.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:59AM",Health Department investigating Legionnaires' outbreak at Forest Hills building,http://abc7ny.com/health/investigation-underway-into-legionnaires-outbreak-at-apartment-building/2437467/,Authorities say two people were infected with the disease at the Parker Towers Complex on Queens Boulevard in Forest Hills.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 09:12AM","NTSB to investigate sleep apnea link in NJ Transit, LIRR derailments",http://abc7ny.com/traffic/ntsb-to-investigate-sleep-apnea-link-in-recent-derailments/2438666/,The NTSB is investigating the role sleep apnea played in both the NJ Transit crash in Hoboken Terminal last September and the LIRR derailment at Atlantic Terminal in Downtown Brooklyn in January,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 09:13AM","School in Hackettstown, New Jersey closed due to fungus buildup",http://abc7ny.com/education/fungus-buildup-at-school-prompts-air-quality-concerns/2438833/,Students at a school in New Jersey have been ordered to stay home Thursday as their school confronts concerns about the building's air quality.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 09:55AM",Danone Nations Cup: Watch it Live!,http://abc7ny.com/danone-nations-cup-watch-it-live/2383364/,"After days of intense competition at the Red Bull Arena,  32 talented boys teams and six victorious girls teams are about to play the game of their lives in front of thousands of spectators. This game will determine the final ranking of the 2017 Danone Nations Cup World Final. At the end of the day we will know which teams are the new world champions!  Ready to watch them face off?",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 10:13AM",Construction worker falls 29 floors to his death from Lower Manhattan building,http://abc7ny.com/construction-worker-falls-29-floors-to-his-death-from-lower-manhattan-building/2439114/,The 44-year-old worker fell from the Maiden Avenue building at around 9:25 a.m.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 10:21AM",Construction worker falls 29 floors to his death from Lower Manhattan building,http://abc7ny.com/construction-worker-falls-29-floors-to-his-death-from-manhattan-building/2439114/,The 44-year-old worker fell from the Maiden Avenue building at around 9:25 a.m.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:11AM",How 'The Good Doctor' approaches autism,http://abc7ny.com/entertainment/how-the-good-doctor-approaches-autism/2429677/,"A pivotal early scene in the new ABC drama demonstrates how high the stakes are for this young surgeon with autism, as the show's star explains.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:11AM",The Good Doctor' could be 'something more important than a TV show',http://abc7ny.com/entertainment/the-good-doctor-more-important-than-a-tv-show/2429448/,'The Good Doctor'' is about a talented young surgeon who has autism and savant syndrome.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:16AM",Mannequin used in Las Vegas double murder case displayed in museum,http://abc7ny.com/mannequin-in-vegas-police-sting-displayed-in-museum/2439271/,The brutal murders of two homeless men in Las Vegas were becoming cold cases until the police department came up with a unique approach that caught national attention.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:16AM",Record-breaking 2.5-foot Game Boy really plays,http://abc7ny.com/hobbies/this-25-foot-game-boy-really-plays/2438990/,"The Game Boy, which was built in a month, plays any cartridge from the original handheld gaming device.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:17AM",Cafeteria shooter in high school taken down by teacher in Illinois,http://abc7ny.com/cafeteria-shooter-in-high-school-taken-down-by-teacher/2439247/,The lunch period attack left one student at Mattoon High School wounded and in stable condition at a hospital. The student-suspect is in custody.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:19AM",RECALL: Dodge Ram pickups could erupt in flames due to water pump problem,http://abc7ny.com/automotive/recall-dodge-ram-pickups-could-erupt-in-flames/2439274/,Fiat Chrysler says a water pump issue could cause several medium and heavy-duty Ram trucks to catch fire.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:22AM","Girl, 4, shoots self while grabbing candy in grandma's purse",http://abc7ny.com/4-year-old-dies-of-gunshot-while-reaching-for-candy/2439299/,A 4-year-old Florida girl has died after accidentally pulling the trigger of a gun when she reached into her grandmother's purse for candy.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:30AM",Police say murder suspect partied in victim's home in Texas,http://abc7ny.com/police-say-murder-suspect-partied-in-victims-home/2439305/,Police in Texas say a man killed a 71-year-old woman and then hid her body in a garage before inviting his friends over to party in her house.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:30AM",Construction worker falls 29 floors to his death from Lower Manhattan building,http://abc7ny.com/construction-worker-falls-29-floors-to-his-death-from-building/2439114/,"The 44-year-old worker fell Thursday morning from 1 Seaport, a building under construction on Maiden Lane in Lower Manhattan.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:44AM","Woman at center of Kevin Hart's alleged extortion scandal says she is victim, admits intimate relationship",http://abc7ny.com/entertainment/woman-linked-to-kevin-harts-alleged-extortion-plot-says-she-is-victim/2439348/,The woman at the center of an alleged extortion scandal involving Kevin Hart admitted she and the comedian had an intimate relationship but emphasized she is not an extortionist.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:47AM","Woman at center of Kevin Hart's alleged extortion scandal says she is victim, admits intimate relationship",http://abc7ny.com/entertainment/woman-in-kevin-harts-alleged-extortion-plot-says-she-is-victim/2439348/,The woman at the center of an alleged extortion scandal involving Kevin Hart admitted she and the comedian had an intimate relationship but emphasized she is not an extortionist.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:50AM",Dramatic rescue caught on police officer's body camera in New Jersey,http://abc7ny.com/dramatic-rescue-caught-on-police-officers-body-camera/2439361/,"Police were called out to investigate the death of a woman in Trenton earlier this week. And if it were not for the actions of a quick thinking officer, this story might have ended with the death of her husband.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:51AM","Deputies: 3-month-old girl sought in Amber Alert found, parents arrested",http://abc7ny.com/3-month-old-girl-sought-in-amber-alert-found-parents-arrested/2439351/,A 3-month-old girl has been found after she was reported missing Wednesday morning.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:53AM",5th graders asked to role play as KKK members for homework,http://abc7ny.com/society/5th-graders-asked-to-role-play-as-kkk-members/2439366/,A South Carolina elementary school teacher who asked students to role play as Ku Klux Klan members for a homework assignment has been placed on administrative leave.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 12:18PM",Teacher catches Peeping Tom taking pictures through school bathroom window in Queens,http://abc7ny.com/teacher-catches-peeping-tom-taking-pictures-through-window/2437332/,The 43-year-old teacher went into a staff bathroom in the basement. She noticed a man standing at the window who was recording or taking her picture.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 12:33PM",United Nations celebrates International Day of Peace to promote unity,http://abc7ny.com/politics/celebrate-international-day-of-peace/2439360/,"September 21 International Day of Peace, which originated in 1989 by the United Nations (UN) General Assembly. A few decades later, the General Assembly declared to make the day a "" period of non-violence and cease-fire.""",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:00PM",New York City pitching in to help in Hurricane Maria recovery efforts,http://abc7ny.com/weather/new-york-city-pitching-in-to-help-in-hurricane-maria-recovery-efforts/2439560/,New York City is stepping up to help in the recovery effort following the devastation in Puerto Rico caused by Hurricane Maria.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:09PM",EXCLUSIVE:  First look at how NYPD is attacking the opioid epidemic,http://abc7ny.com/exclusive--first-look-at-how-nypd-is-attacking-the-opioid-epidemic/2439344/,"In an unprecedented step to end the opioid epidemic, the New York Police Department has increased staffing at its crime lab by more than 40 percent.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:13PM",Police search for slashing suspect in Union Square,http://abc7ny.com/police-search-for-slashing-suspect-in-union-square/2436535/,A person was slashed near the intersection of East 18th Street and 5th Avenue around 3:30 p.m. Wednesday.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:26PM",Baby whose mother chose giving birth over chemotherapy has died,http://abc7ny.com/health/baby-whose-mother-declined-chemo-has-died/2439657/,A relative says the baby born of a Michigan woman who chose to forgo chemotherapy to give birth to the child has died.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:28PM",Eyewitness News Update,http://abc7ny.com/eyewitness-news-update/2439687/,Watch Thursday's Eyewitness News update.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 01:47PM",Groom's 'business model' wedding plan asks guests to cover costs,http://abc7ny.com/family/groom-asks-guests-to-cover-wedding-costs/2439603/,"A couple from England never thought they would be able to affording the wedding of their dreams until the groom came up with a ""business model"" plan asking guests to cover the expenses of their big day.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:02PM",Long Island group announces donation collection for Mexico,http://abc7ny.com/community-events/long-island-group-announces-donation-collection-for-mexico/2439664/,The 7.1 magnitude earthquake is responsible for killing more than 230 people. Many are feared still buried in the rubble.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:11PM",Special needs child left at wrong bus stop in New Jersey,http://abc7ny.com/special-needs-child-left-at-wrong-bus-stop/2439703/,The worst nightmare of a mother with a special needs child became a reality when the school bus driver left her son at the wrong bus stop.  Jovonta Hall says her five year son Javon is a non-verbal child with autism.  Earlier this week the afternoon bus d,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:17PM",New York City leaders respond to Hurricane Maria,http://abc7ny.com/new-york-city-leaders-respond-to-hurricane-maria-/2439741/,"Thursday morning at New York City Hall Mayor Bill de Blasio and other elected officials offered an emotional and practical response to what's happening in Puerto Rico. San Juan is New York City's sister city and 700,000 Puerto Ricans lives in the five boroughs.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:27PM",New York City leaders respond to Hurricane Maria,http://abc7ny.com/new-york-city-leaders-respond-to-hurricane-maria/2439741/,"Thursday morning at New York City Hall Mayor Bill de Blasio and other elected officials offered an emotional and practical response to what's happening in Puerto Rico. San Juan is New York City's sister city and 700,000 Puerto Ricans lives in the five boroughs.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:32PM","Mets have plenty of holes, but few answers",http://abc7ny.com/sports/mets-have-plenty-of-holes-but-few-answers/2439647/,Good news finally for Mets fans. The 2017 season is almost over.  What a disaster it turned into. A strong playoff contender turned into an injury-riddled team that never reached anywhere near its potential.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 02:48PM",Why Hurricane Maria surprised forecasters by getting so strong so fast,http://abc7ny.com/weather/why-hurricane-maria-surprised-forecasters/2439590/,Hurricane Maria stunned forecasters by rapidly intensifying from a Category 1 storm to a Category 5 within a 15-hour period.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 03:07PM",Girl sworn-in by NYPD dies of cancer,http://abc7ny.com/society/girl-sworn-in-by-nypd-dies-of-cancer/2439921/,"Karma Little, the seven-year-old Georgia girl who dreamed of becoming a police officer while battling neuroblastoma, has died.   She was sworn-in as an honorary NYPD officer last fall.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 03:19PM","Jake Gyllenhaal delivers Oscar caliber performance in ""Stronger""",http://abc7ny.com/entertainment/oscar-caliber-performance-in-stronger/2439970/,Years of great performances by Jake Gyllenhaal have been building to this moment: the moment when actor and role fuse so completely a movie critic can suspend disbelief.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 03:26PM","Apocalypse not now: Sept. 23, 2017 and other world-ending dates",http://abc7ny.com/other-times-people-thought-the-world-was-ending/2439584/,"One conspiracy theorist has concluded that the world will end this Saturday, Sept. 23. But this is hardly the first time an ''apocalypse'' has been upon us.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 03:40PM",Injured worker rescued off ship near Brooklyn,http://abc7ny.com/injured-worker-rescued-off-ship-near-brooklyn/2440028/,"An injured worker was rescued off a ship in the Atlantic Ocean, 18 miles south of Brooklyn Thursday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 03:58PM","1 construction worker killed, another critically hurt in fall from Midtown building",http://abc7ny.com/1-construction-worker-killed-another-critically-hurt-in-fall-from-midtown-building/2440084/,It happened at 400 West 33rd Street at 9th Avenue around 3 p.m. on Thursday.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 04:48PM",Faces of famous female scientists projected onto Grand Central Terminal's ceiling,http://abc7ny.com/community-events/faces-of-famous-female-scientists-projected-onto-grand-centrals-ceiling/2440220/,"Through midnight Thursday night, the ceiling will be illuminated with the faces of 12 famous female scientists.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:30PM",McDonald's to offer delivery service to 6 counties in New Jersey,http://abc7ny.com/food/mcdonalds-to-offer-delivery-service-to-6-counties-in-nj/2440217/,"UberEATS is now expanding its delivery service to select McDonald's restaurants in Middlesex, Bergen, Union, Somerset, Passaic and Essex counties.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:35PM",Chongqing: China's Capital of Mountains and Rivers Part 1,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers-part-1/2440405/,"""Chongqing: China's Capital of Mountains and Rivers"" showcases its world-class beauty.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:44PM",Chongqing: China's Capital of Mountains and Rivers Part 4,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers-part-4/2440423/,"""Chongqing: China's Capital of Mountains and Rivers"" showcases its world-class beauty.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:44PM",Chongqing: China's Capital of Mountains and Rivers Part 2,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers-part-2/2440416/,"""Chongqing: China's Capital of Mountains and Rivers"" showcases its world-class beauty.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:55PM",Chongqing: China's Capital of Mountains and Rivers Part 1,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers-part-1/2440479/,"""Chongqing: China's Capital of Mountains and Rivers"" showcases its world-class beauty.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 05:57PM",Chongqing: China's Capital of Mountains and Rivers Part 3,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers-part-3/2440479/,"""Chongqing: China's Capital of Mountains and Rivers"" showcases its world-class beauty.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 06:01PM",Chongqing: China's Capital of Mountains and Rivers,http://abc7ny.com/travel/chongqing-chinas-capital-of-mountains-and-rivers/1470332/,Chongqing is an exceptional city in Southwest China that is a must see on any international travelers list.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 06:24PM",Desperate search underway for wedding photos left on NYC subway,http://abc7ny.com/society/desperate-search-underway-for-wedding-photos-left-on-subway/2440592/,"Kurt Sneddon said he accidentally left his backpack on the downtown ""B"" train, which contained the only copy of wedding photos he shot for a friend over the weekend.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 06:54PM","To honor her father's legacy, engineer becomes artist",http://abc7ny.com/society/engineer-drops-career-to-honor-father/2436991/,A daughter decided to leave her career in engineering to honor her late father's legacy in the arts.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 07:46PM",CVS to limit opioid prescriptions for some patients,http://abc7ny.com/health/cvs-to-limit-opioid-prescriptions-for-some-patients/2440844/,The drug store chain will now limit opioid prescriptions to seven-day supplies for new patients facing acute ailments.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:13PM","Amazon set to open West Side office, create 2,000 jobs",http://abc7ny.com/business/amazon-set-to-open-west-side-office-create-2000-jobs/2440911/,"The offices will be on West 33rd and will employ people in finance, sales, marketing and information technology.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 08:21PM",Despair rises for relatives of the missing in Mexico earthquake,http://abc7ny.com/despair-rises-for-relatives-of-the-missing-in-mexico-earthquake/2438465/,"As painstaking attempts to reach survivors in quake-ravaged buildings across Mexico City stretched into a third day Thursday, desperation mounted among loved ones who earlier had high hopes for quick rescues and some complained they were being kept in the dark about search efforts.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 09:15PM",Governor Cuomo to visit Puerto Rico to help with hurricane recovery efforts,http://abc7ny.com/gov-cuomo-to-visit-puerto-rico-following-hurricane-maria/2441036/,The Democratic governor said Thursday that New York will also be delivering emergency supplies on a plane donated by JetBlue and providing specialists to help repair the island's devastated power structure.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 09:27PM",Hurricane Maria hammers Puerto Rico: Joe Torres reports,http://abc7ny.com/weather/video-marias-fury-creates-massive-cleanup-in-puerto-rico/2431641/,A second night of a government-issued curfew meant another chance for public works crews and recovery teams to tackle the massive clean-up job that lies ahead.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 10:26PM","NYPD: Woman robbed, raped in Central Park in Harlem",http://abc7ny.com/nypd-woman-robbed-raped-in-central-park-/2441229/,It happened on Monday at around 9 p.m. near West 110th Street and Lenox Avenue. The man approached the 35-year-old woman and offered to walk her home.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 21, 2017 at 11:25PM","A Cerebral Affair' brings awareness to brain aneurysms in honor of Lisa Colagrossi, WABC reporter",http://abc7ny.com/community-events/a-cerebral-affair-brings-awareness-to-brain-aneurysms-in-honor-of-lisa-colagrossi/2441079/,There was a special fundraiser in Manhattan Thursday night for the foundation named in honor of our former colleague and friend Lisa Colagrossi.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 05:25AM",Person injured while exploring underground tunnels in Clifton,http://abc7ny.com/person-injured-while-exploring-series-of-underground-tunnels-/2442130/,"The victim was pulled from the tunnel, off Paulison Avenue in Clifton, just before 1 a.m. Friday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 05:39AM","Search for Mexico earthquake survivors enters day 4, some success",http://abc7ny.com/search-for-mexico-earthquake-survivors-enters-day-4-some-success/2442141/,"Survivors are still being pulled from rubble in Mexico City as rescue operations stretch into a fourth day Friday, spurring hope among desperate relatives gathered at the sites of buildings collapsed by a magnitude 7.1 earthquake.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 05:54AM","New York City to launch new emergency notification app, 'Notify NYC'",http://abc7ny.com/community-events/new-york-city-to-launch-new-emergency-notification-app-notify-nyc/2442175/,"When the app is downloaded, it will offer real-time emergency updates on storms, as well as major traffic and mass transit disruptions, along with school closings and unscheduled parking rule suspensions.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 06:22AM",Republicans push ahead with plan to vote on Obamacare repeal bill,http://abc7ny.com/politics/republicans-push-ahead-with-plan-to-vote-on-obamacare-repeal-/2442238/,"Provisions shoehorned into the Republican health care bill dangle extra money for Alaska and Wisconsin, home states of one GOP senator whose vote party leaders desperately need and another who co-sponsored the legislation, according to analysts who've studied the legislation.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 06:39AM",Kim Jong Un: 'Deranged' Trump will 'pay dearly' for threats,http://abc7ny.com/politics/kim-jong-un-deranged-trump-will-pay-dearly-for-threats/2442281/,"North Korean leader Kim Jong Un, in an extraordinary and direct rebuke, called President Donald Trump ""deranged"" and said he will ""pay dearly"" for his threats, a possible indication of more powerful weapons tests on the horizon.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 06:49AM","1 construction worker killed, another critically hurt in fall from Midtown building",http://abc7ny.com/1-construction-worker-killed-another-critically-hurt-in-fall-from-building/2440084/,It happened at 400 West 33rd Street at 9th Avenue around 3 p.m. on Thursday. The two workers fell from a bucket lift which was about three stories off the ground.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 07:36AM",Lawyers to ask judge to drop charges against son of former de Blasio aide Rachel Noerdlinger,http://abc7ny.com/lawyers-to-ask-judge-to-drop-charges-against-son-of-former-aide-to-de-blasio/2442346/,The move comes after the lawyers said Bergen County prosecutors quietly dropped manslaughter charges earlier this month against Khari Noerdlinger.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 07:51AM",Lawyers to ask judge to drop charges against son of former de Blasio aide Rachel Noerdlinger,http://abc7ny.com/lawyers-to-ask-judge-to-drop-charges-against-son-of-former-mayoral-aide/2442346/,The move comes after the lawyers said Bergen County prosecutors quietly dropped manslaughter charges earlier this month against Khari Noerdlinger.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 08:02AM",Delays on NJ Transit after man struck by train in Newark,http://abc7ny.com/delays-on-nj-transit-after-man-struck-by-train-in-newark/2442436/,"A person was struck by a NJ Transit train in Newark Friday morning, causing delays on two lines for the morning commute.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 08:05AM",Raccoon ride-along: Furry critter winds up on officer's moving car,http://abc7ny.com/pets-animals/raccoon-winds-up-on-officers-moving-car/2442332/,The Colorado Springs Police Department wrote that the officer was ''pawsitively surprised'' to discover the hitchhiker mid-ride.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 08:05AM",Man injured while exploring underground tunnels in Clifton,http://abc7ny.com/man-injured-while-exploring-series-of-underground-tunnels-/2442130/,"The victim was pulled from the tunnel, off Paulison Avenue in Clifton, just before 1 a.m. Friday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 08:27AM","Tractor-trailer goes off road, ends up in front yard of home in Rye, Westchester County",http://abc7ny.com/tractor-trailer-goes-off-road-ends-up-in-yard-of-westchester-home/2442490/,An out of control tractor trailer smashed through trees and a white picket fence and came to rest in the driveway of a Rye home Friday morning.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 09:09AM",NYPD Aviation Unit rescues man who fell 35 feet off ship into ocean,http://abc7ny.com/nypd-aviation-unit-rescues-man-who-fell-35-feet-off-ship-into-ocean/2442588/,"At about 1:20 p.m. Thursday, the NYPD was notified that a 24-year-old man had suffered a fall onboard a commercial vessel named High Courage which was located 16 miles to the south of Breezy Point.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 09:25AM","Woman storms Kardashians' West Hollywood Dash store with gun, returns with machete",http://abc7ny.com/woman-waves-gun-in-kardashian-shop-returns-with-machete/2442684/,"An armed woman barged into the Kardashians' Dash boutique in West Hollywood on Thursday and pointed her weapon at an employee, sheriff's officials said.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 09:29AM","New York City to launch new emergency notification app, 'Notify NYC'",http://abc7ny.com/community-events/nyc-to-launch-new-emergency-notification-app/2442175/,"When the app is downloaded, it will offer real-time emergency updates on storms, as well as major traffic and mass transit disruptions, along with school closings and unscheduled parking rule suspensions.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 09:39AM",Charmin offers free toilet paper to the 'mad pooper' if she turns herself in,http://abc7ny.com/charmin-offers-free-toilet-paper-to-the-mad-pooper/2442581/,"After the story of a jogger who had become known for pooping in inappropriate places went viral, Charmin offered her free stuff for coming clean.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 09:54AM",Danone Nations Cup: Watch it Live!,http://abc7ny.com/danone-nations-cup-watch-it-live/2383364/,"After days of intense competition at the Red Bull Arena,  32 talented boys teams and six victorious girls teams are about to play the game of their lives in front of thousands of spectators. This game will determine the final ranking of the 2017 Danone Nations Cup World Final. At the end of the day we will know which teams are the new world champions!  Ready to watch them face off?",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:17AM",Store worker fatally stabs knife-wielding robber in Harlem,http://abc7ny.com/store-worker-fatally-stabs-knife-wielding-robber-in-harlem/2442818/,"A store worker apparently turned the tables on a knife wielding robber in Harlem Friday morning and fatally stabbed him, authorities say.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:29AM",Governor Cuomo heads to Puerto Rico to help with hurricane recovery efforts,http://abc7ny.com/gov-cuomo-heads-to-puerto-rico-to-help-with-hurricane-maria-recovery/2441036/,The Democratic governor said that New York will be delivering emergency supplies on a plane donated by JetBlue and providing specialists to help repair the island's devastated power structure.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:29AM",Danone Nations Cup: Watch it Live!,http://abc7ny.com/sports/danone-nations-cup-watch-it-live/2383364/,"After days of intense competition at the Red Bull Arena,  32 talented boys teams and six victorious girls teams are about to play the game of their lives in front of thousands of spectators. This game will determine the final ranking of the 2017 Danone Nations Cup World Final. At the end of the day we will know which teams are the new world champions!  Ready to watch them face off?",abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:39AM","Tractor-trailer goes off road, ends up in front yard of driveway in Rye, Westchester County",http://abc7ny.com/tractor-trailer-goes-out-of-control-ends-up-in-driveway-of-home/2442490/,An out of control tractor trailer smashed through trees and a white picket fence and came to rest in the driveway of a Rye home Friday morning.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:39AM",Backstage with Sandy Kenyon,http://abc7ny.com/entertainment/backstage-with-sandy-kenyon-dancing-with-the-stars-turns-25/471869/,Eyewitness News entertainment reporter Sandy Kenyon takes you backstage for more with the stars!,abc7ny.com RSS Feed,http://abc7ny.com/feed
"September 22, 2017 at 10:49AM",New Exhibit at the Queens Museum Showcases What New York Could Have Been,http://abc7ny.com/entertainment/see-new-york-city-in-a-whole-new-way/2440118/,"""Never Built New York"" invites viewers to take a look at different prints, models, animations and installations featuring Manhattan as you have never seen it before.",abc7ny.com RSS Feed,http://abc7ny.com/feed
